Store,Date,Volume (units), Sales ($s) , Price 
10,2/10/2019,107," $1,591 ", $14.87 
10,2/9/2019,111," $1,664 ", $14.99 
10,2/8/2019,183," $2,274 ", $12.43 
10,2/7/2019,161," $2,259 ", $14.03 
10,2/6/2019,120," $1,725 ", $14.38 
10,2/5/2019,138," $2,064 ", $14.96 
10,2/4/2019,80," $1,199 ", $14.99 
10,2/3/2019,160," $2,043 ", $12.77 
10,2/2/2019,144," $1,644 ", $11.42 
10,2/1/2019,106," $1,490 ", $14.05 
10,1/31/2019,69," $1,028 ", $14.89 
10,1/30/2019,103," $1,414 ", $13.73 
10,1/29/2019,239," $2,033 ", $8.51 
10,1/28/2019,106," $1,548 ", $14.61 
10,1/27/2019,100," $1,499 ", $14.99 
10,1/26/2019,93," $1,394 ", $14.99 
10,1/25/2019,148," $2,136 ", $14.43 
10,1/24/2019,109," $1,613 ", $14.79 
10,1/23/2019,127," $1,766 ", $13.91 
10,1/22/2019,136," $1,906 ", $14.02 
10,1/21/2019,118," $1,769 ", $14.99 
10,1/20/2019,96," $1,357 ", $14.14 
10,1/19/2019,100," $1,499 ", $14.99 
10,1/18/2019,84," $1,259 ", $14.99 
10,1/17/2019,110," $1,649 ", $14.99 
10,1/16/2019,107," $1,585 ", $14.82 
10,1/15/2019,108," $1,619 ", $14.99 
10,1/14/2019,84," $1,197 ", $14.26 
10,1/13/2019,153," $2,067 ", $13.51 
10,1/12/2019,105," $1,574 ", $14.99 
10,1/11/2019,128," $1,919 ", $14.99 
10,1/10/2019,84," $1,259 ", $14.99 
10,1/9/2019,137," $1,643 ", $11.99 
10,1/8/2019,123," $1,844 ", $14.99 
10,1/7/2019,101," $1,514 ", $14.99 
10,1/6/2019,77," $1,104 ", $14.34 
10,1/5/2019,103," $1,544 ", $14.99 
10,1/4/2019,104," $1,509 ", $14.51 
10,1/3/2019,175," $1,812 ", $10.36 
10,1/2/2019,131," $1,784 ", $13.62 
10,1/1/2019,100," $1,499 ", $14.99 
11,8/31/2019,145," $1,935 ", $13.34 
11,8/30/2019,131," $1,738 ", $13.27 
11,8/29/2019,125," $1,874 ", $14.99 
11,8/28/2019,65, $974 , $14.99 
11,8/27/2019,86," $1,289 ", $14.99 
11,8/26/2019,118," $1,769 ", $14.99 
11,8/25/2019,87," $1,304 ", $14.99 
11,8/24/2019,91," $1,359 ", $14.94 
11,8/23/2019,130," $1,949 ", $14.99 
11,8/22/2019,123," $1,844 ", $14.99 
11,8/21/2019,140," $2,099 ", $14.99 
11,8/20/2019,178," $2,229 ", $12.52 
11,8/19/2019,131," $1,785 ", $13.63 
11,8/18/2019,139," $2,084 ", $14.99 
11,8/17/2019,167," $1,853 ", $11.09 
11,8/16/2019,84," $1,192 ", $14.20 
11,8/15/2019,132," $1,783 ", $13.51 
11,8/14/2019,75," $1,124 ", $14.99 
11,8/13/2019,87," $1,304 ", $14.99 
11,8/12/2019,120," $1,695 ", $14.13 
11,8/11/2019,125," $1,851 ", $14.81 
11,8/10/2019,119," $1,689 ", $14.19 
11,8/9/2019,79," $1,154 ", $14.61 
11,8/8/2019,157," $2,116 ", $13.48 
11,8/7/2019,98," $1,456 ", $14.85 
11,8/6/2019,88," $1,319 ", $14.99 
11,8/5/2019,99," $1,484 ", $14.99 
11,8/4/2019,117," $1,718 ", $14.68 
11,8/3/2019,145," $1,758 ", $12.13 
11,8/2/2019,109," $1,596 ", $14.65 
11,8/1/2019,114," $1,709 ", $14.99 
11,7/31/2019,109," $1,634 ", $14.99 
11,7/30/2019,152," $1,999 ", $13.15 
11,7/29/2019,137," $1,551 ", $11.32 
11,7/28/2019,121," $1,814 ", $14.99 
11,7/27/2019,89," $1,334 ", $14.99 
11,7/26/2019,145," $1,883 ", $12.99 
11,7/25/2019,92," $1,379 ", $14.99 
11,7/24/2019,159," $2,046 ", $12.87 
11,7/23/2019,148," $1,894 ", $12.80 
11,7/22/2019,120," $1,799 ", $14.99 
11,7/21/2019,146," $2,008 ", $13.75 
11,7/20/2019,124," $1,859 ", $14.99 
11,7/19/2019,104," $1,559 ", $14.99 
11,7/18/2019,86," $1,289 ", $14.99 
11,7/17/2019,142," $2,129 ", $14.99 
11,7/16/2019,105," $1,574 ", $14.99 
11,7/15/2019,174," $2,333 ", $13.41 
11,7/14/2019,143," $2,144 ", $14.99 
11,7/13/2019,120," $1,632 ", $13.60 
11,7/12/2019,139," $1,815 ", $13.06 
11,7/11/2019,117," $1,754 ", $14.99 
11,7/10/2019,105," $1,471 ", $14.01 
11,7/9/2019,194," $2,500 ", $12.89 
11,7/8/2019,112," $1,679 ", $14.99 
11,7/7/2019,151," $1,940 ", $12.85 
11,7/6/2019,211," $2,047 ", $9.70 
11,7/5/2019,133," $1,929 ", $14.50 
11,7/4/2019,103," $1,501 ", $14.57 
11,7/3/2019,140," $2,073 ", $14.80 
11,7/2/2019,77," $1,154 ", $14.99 
11,7/1/2019,139," $1,963 ", $14.12 
11,6/30/2019,151," $1,860 ", $12.32 
11,6/29/2019,98," $1,469 ", $14.99 
11,6/28/2019,102," $1,529 ", $14.99 
11,6/27/2019,96," $1,400 ", $14.58 
11,6/26/2019,88," $1,319 ", $14.99 
11,6/25/2019,102," $1,529 ", $14.99 
11,6/24/2019,76," $1,139 ", $14.99 
11,6/23/2019,140," $1,992 ", $14.23 
11,6/22/2019,140," $2,064 ", $14.74 
11,6/21/2019,124," $1,859 ", $14.99 
11,6/20/2019,97," $1,454 ", $14.99 
11,6/19/2019,180," $2,354 ", $13.08 
11,6/18/2019,79," $1,184 ", $14.99 
11,6/17/2019,106," $1,589 ", $14.99 
11,6/16/2019,97," $1,454 ", $14.99 
11,6/15/2019,103," $1,544 ", $14.99 
11,6/14/2019,118," $1,647 ", $13.96 
11,6/13/2019,188," $2,085 ", $11.09 
11,6/12/2019,97," $1,404 ", $14.48 
11,6/11/2019,180," $2,361 ", $13.12 
11,6/10/2019,63, $944 , $14.99 
11,6/9/2019,96," $1,439 ", $14.99 
11,6/8/2019,111," $1,664 ", $14.99 
11,6/7/2019,77," $1,154 ", $14.99 
11,6/6/2019,98," $1,469 ", $14.99 
11,6/5/2019,114," $1,558 ", $13.67 
11,6/4/2019,117," $1,669 ", $14.27 
11,6/3/2019,110," $1,624 ", $14.77 
11,6/2/2019,182," $2,079 ", $11.43 
11,6/1/2019,109," $1,473 ", $13.51 
11,5/31/2019,133," $1,774 ", $13.34 
11,5/30/2019,99," $1,484 ", $14.99 
11,5/29/2019,113," $1,694 ", $14.99 
11,5/28/2019,174," $2,052 ", $11.79 
11,5/27/2019,94," $1,409 ", $14.99 
11,5/26/2019,145," $1,906 ", $13.14 
11,5/25/2019,183," $2,191 ", $11.97 
11,5/24/2019,126," $1,728 ", $13.71 
11,5/23/2019,67, $947 , $14.14 
11,5/22/2019,78," $1,169 ", $14.99 
11,5/21/2019,88," $1,319 ", $14.99 
11,5/20/2019,184," $2,529 ", $13.75 
11,5/19/2019,57, $854 , $14.99 
11,5/18/2019,190," $2,530 ", $13.31 
11,5/17/2019,107," $1,604 ", $14.99 
11,5/16/2019,109," $1,634 ", $14.99 
11,5/15/2019,140," $1,963 ", $14.02 
11,5/14/2019,141," $2,089 ", $14.82 
11,5/13/2019,133," $1,994 ", $14.99 
11,5/12/2019,105," $1,473 ", $14.02 
11,5/11/2019,100," $1,499 ", $14.99 
11,5/10/2019,99," $1,484 ", $14.99 
11,5/9/2019,98," $1,469 ", $14.99 
11,5/8/2019,92," $1,376 ", $14.96 
11,5/7/2019,120," $1,640 ", $13.66 
11,5/6/2019,153," $2,168 ", $14.17 
11,5/5/2019,106," $1,589 ", $14.99 
11,5/4/2019,115," $1,724 ", $14.99 
11,5/3/2019,155," $2,050 ", $13.23 
11,5/2/2019,59, $866 , $14.68 
11,5/1/2019,110," $1,649 ", $14.99 
11,4/30/2019,103," $1,544 ", $14.99 
11,4/29/2019,124," $1,589 ", $12.81 
11,4/28/2019,99," $1,429 ", $14.44 
11,4/27/2019,98," $1,469 ", $14.99 
11,4/26/2019,126," $1,793 ", $14.23 
11,4/25/2019,72," $1,079 ", $14.99 
11,4/24/2019,90," $1,349 ", $14.99 
11,4/23/2019,94," $1,409 ", $14.99 
11,4/22/2019,110," $1,624 ", $14.77 
11,4/21/2019,162," $2,226 ", $13.74 
11,4/20/2019,79," $1,184 ", $14.99 
11,4/19/2019,129," $1,792 ", $13.89 
11,4/18/2019,89," $1,334 ", $14.99 
11,4/17/2019,110," $1,649 ", $14.99 
11,4/16/2019,148," $2,062 ", $13.93 
11,4/15/2019,122," $1,742 ", $14.28 
11,4/14/2019,151," $1,976 ", $13.09 
11,4/13/2019,85," $1,274 ", $14.99 
11,4/12/2019,139," $1,943 ", $13.98 
11,4/11/2019,104," $1,559 ", $14.99 
11,4/10/2019,90," $1,349 ", $14.99 
11,4/9/2019,121," $1,679 ", $13.88 
11,4/8/2019,107," $1,604 ", $14.99 
11,4/7/2019,149," $2,196 ", $14.74 
11,4/6/2019,112," $1,512 ", $13.50 
11,4/5/2019,105," $1,556 ", $14.82 
11,4/4/2019,81," $1,214 ", $14.99 
11,4/3/2019,100," $1,213 ", $12.13 
11,4/2/2019,121," $1,814 ", $14.99 
11,4/1/2019,113," $1,607 ", $14.22 
11,3/31/2019,105," $1,574 ", $14.99 
11,3/30/2019,96," $1,439 ", $14.99 
11,3/29/2019,129," $1,615 ", $12.52 
11,3/28/2019,140," $1,646 ", $11.76 
11,3/27/2019,211," $2,157 ", $10.22 
11,3/26/2019,108," $1,619 ", $14.99 
11,3/25/2019,110," $1,649 ", $14.99 
11,3/24/2019,114," $1,683 ", $14.76 
11,3/23/2019,148," $2,059 ", $13.91 
11,3/22/2019,103," $1,544 ", $14.99 
11,3/21/2019,92," $1,379 ", $14.99 
11,3/20/2019,95," $1,424 ", $14.99 
11,3/19/2019,100," $1,377 ", $13.77 
11,3/18/2019,95," $1,424 ", $14.99 
11,3/17/2019,99," $1,484 ", $14.99 
11,3/16/2019,148," $1,931 ", $13.04 
11,3/15/2019,131," $1,653 ", $12.62 
11,3/14/2019,134," $2,009 ", $14.99 
11,3/13/2019,113," $1,655 ", $14.65 
11,3/12/2019,89," $1,334 ", $14.99 
11,3/11/2019,89," $1,334 ", $14.99 
11,3/10/2019,99," $1,484 ", $14.99 
11,3/9/2019,138," $1,884 ", $13.65 
11,3/8/2019,92," $1,312 ", $14.26 
11,3/7/2019,127," $1,794 ", $14.13 
11,3/6/2019,70," $1,049 ", $14.99 
11,3/5/2019,95," $1,424 ", $14.99 
11,3/4/2019,118," $1,603 ", $13.58 
11,3/3/2019,106," $1,433 ", $13.52 
11,3/2/2019,83," $1,244 ", $14.99 
11,3/1/2019,152," $1,848 ", $12.16 
11,2/28/2019,114," $1,622 ", $14.23 
11,2/27/2019,119," $1,721 ", $14.46 
11,2/26/2019,98," $1,469 ", $14.99 
11,2/25/2019,107," $1,604 ", $14.99 
11,2/24/2019,131," $1,863 ", $14.22 
11,2/23/2019,107," $1,498 ", $14.00 
11,2/22/2019,112," $1,589 ", $14.19 
11,2/21/2019,129," $1,934 ", $14.99 
11,2/20/2019,139," $1,855 ", $13.34 
11,2/19/2019,110," $1,585 ", $14.41 
11,2/18/2019,158," $2,079 ", $13.16 
11,2/17/2019,180," $2,321 ", $12.89 
11,2/16/2019,118," $1,677 ", $14.21 
11,2/15/2019,83," $1,193 ", $14.38 
11,2/14/2019,114," $1,709 ", $14.99 
11,2/13/2019,121," $1,768 ", $14.61 
11,2/12/2019,85," $1,274 ", $14.99 
11,2/11/2019,127," $1,904 ", $14.99 
11,2/10/2019,147," $1,926 ", $13.10 
11,2/9/2019,103," $1,544 ", $14.99 
11,2/8/2019,72," $1,079 ", $14.99 
11,2/7/2019,139," $2,084 ", $14.99 
11,2/6/2019,96," $1,308 ", $13.62 
11,2/5/2019,148," $2,005 ", $13.55 
11,2/4/2019,95," $1,273 ", $13.40 
11,2/3/2019,104," $1,559 ", $14.99 
11,2/2/2019,159," $2,115 ", $13.30 
11,2/1/2019,78," $1,125 ", $14.42 
11,1/31/2019,76," $1,139 ", $14.99 
11,1/30/2019,87," $1,304 ", $14.99 
11,1/29/2019,82," $1,229 ", $14.99 
11,1/28/2019,104," $1,559 ", $14.99 
11,1/27/2019,131," $1,725 ", $13.17 
11,1/26/2019,199," $2,525 ", $12.69 
11,1/25/2019,138," $1,817 ", $13.17 
11,1/24/2019,95," $1,424 ", $14.99 
11,1/23/2019,109," $1,599 ", $14.67 
11,1/22/2019,80," $1,199 ", $14.99 
11,1/21/2019,89," $1,334 ", $14.99 
11,1/20/2019,98," $1,469 ", $14.99 
11,1/19/2019,132," $1,801 ", $13.64 
11,1/18/2019,102," $1,529 ", $14.99 
11,1/17/2019,124," $1,685 ", $13.59 
11,1/16/2019,159," $2,082 ", $13.09 
11,1/15/2019,109," $1,592 ", $14.60 
11,1/14/2019,149," $2,041 ", $13.70 
11,1/13/2019,153," $1,983 ", $12.96 
11,1/12/2019,69," $1,034 ", $14.99 
11,1/11/2019,81," $1,214 ", $14.99 
11,1/10/2019,100," $1,379 ", $13.79 
11,1/9/2019,110," $1,649 ", $14.99 
11,1/8/2019,120," $1,799 ", $14.99 
11,1/7/2019,129," $1,787 ", $13.85 
11,1/6/2019,114," $1,709 ", $14.99 
11,1/5/2019,114," $1,683 ", $14.76 
11,1/4/2019,148," $1,961 ", $13.25 
11,1/3/2019,81," $1,214 ", $14.99 
11,1/2/2019,104," $1,559 ", $14.99 
11,1/1/2019,95," $1,424 ", $14.99 
12,8/31/2019,91," $1,300 ", $14.29 
12,8/30/2019,137," $2,030 ", $14.82 
12,8/29/2019,124," $1,859 ", $14.99 
12,8/28/2019,102," $1,529 ", $14.99 
12,8/27/2019,114," $1,709 ", $14.99 
12,8/26/2019,100," $1,499 ", $14.99 
12,8/25/2019,72," $1,079 ", $14.99 
12,8/24/2019,105," $1,441 ", $13.72 
12,8/23/2019,105," $1,574 ", $14.99 
12,8/22/2019,103," $1,405 ", $13.64 
12,8/21/2019,163," $2,116 ", $12.98 
12,8/20/2019,150," $2,069 ", $13.79 
12,8/19/2019,115," $1,550 ", $13.48 
12,8/18/2019,133," $1,734 ", $13.03 
12,8/17/2019,203," $2,556 ", $12.59 
12,8/16/2019,67," $1,004 ", $14.99 
12,8/15/2019,125," $1,725 ", $13.80 
12,8/14/2019,104," $1,559 ", $14.99 
12,8/13/2019,96," $1,430 ", $14.90 
12,8/12/2019,122," $1,661 ", $13.62 
12,8/11/2019,101," $1,503 ", $14.88 
12,8/10/2019,102," $1,529 ", $14.99 
12,8/9/2019,122," $1,701 ", $13.94 
12,8/8/2019,128," $1,919 ", $14.99 
12,8/7/2019,198," $2,514 ", $12.70 
12,8/6/2019,84," $1,477 ", $17.58 
12,8/5/2019,81," $1,175 ", $14.50 
12,8/4/2019,126," $1,889 ", $14.99 
12,8/3/2019,114," $1,709 ", $14.99 
12,8/2/2019,168," $1,867 ", $11.11 
12,8/1/2019,120," $1,799 ", $14.99 
12,7/31/2019,101," $1,514 ", $14.99 
12,7/30/2019,129," $1,934 ", $14.99 
12,7/29/2019,147," $2,079 ", $14.15 
12,7/28/2019,212," $2,380 ", $11.22 
12,7/27/2019,90," $1,349 ", $14.99 
12,7/26/2019,79," $1,184 ", $14.99 
12,7/25/2019,87," $1,304 ", $14.99 
12,7/24/2019,156," $2,255 ", $14.45 
12,7/23/2019,108," $1,619 ", $14.99 
12,7/22/2019,132," $1,841 ", $13.95 
12,7/21/2019,85," $1,274 ", $14.99 
12,7/20/2019,102," $1,529 ", $14.99 
12,7/19/2019,78," $1,169 ", $14.99 
12,7/18/2019,118," $1,585 ", $13.43 
12,7/17/2019,80," $1,145 ", $14.32 
12,7/16/2019,144," $1,821 ", $12.64 
12,7/15/2019,125," $1,673 ", $13.38 
12,7/14/2019,196," $1,980 ", $10.10 
12,7/13/2019,79," $1,184 ", $14.99 
12,7/12/2019,83," $1,244 ", $14.99 
12,7/11/2019,201," $2,183 ", $10.86 
12,7/10/2019,93," $1,394 ", $14.99 
12,7/9/2019,111," $1,576 ", $14.20 
12,7/8/2019,90," $1,349 ", $14.99 
12,7/7/2019,73," $1,094 ", $14.99 
12,7/6/2019,66, $989 , $14.99 
12,7/5/2019,120," $1,799 ", $14.99 
12,7/4/2019,83," $1,244 ", $14.99 
12,7/3/2019,162," $2,100 ", $12.97 
12,7/2/2019,115," $1,724 ", $14.99 
12,7/1/2019,67," $1,004 ", $14.99 
12,6/30/2019,125," $1,766 ", $14.13 
12,6/29/2019,155," $2,251 ", $14.53 
12,6/28/2019,101," $1,514 ", $14.99 
12,6/27/2019,70," $1,049 ", $14.99 
12,6/26/2019,134," $1,888 ", $14.09 
12,6/25/2019,158," $2,147 ", $13.59 
12,6/24/2019,76," $1,139 ", $14.99 
12,6/23/2019,104," $1,480 ", $14.23 
12,6/22/2019,126," $1,889 ", $14.99 
12,6/21/2019,140," $1,835 ", $13.11 
12,6/20/2019,103," $1,544 ", $14.99 
12,6/19/2019,101," $1,514 ", $14.99 
12,6/18/2019,126," $1,709 ", $13.56 
12,6/17/2019,84," $1,259 ", $14.99 
12,6/16/2019,107," $1,604 ", $14.99 
12,6/15/2019,82," $1,229 ", $14.99 
12,6/14/2019,72," $1,079 ", $14.99 
12,6/13/2019,91," $1,364 ", $14.99 
12,6/12/2019,157," $2,034 ", $12.96 
12,6/11/2019,172," $2,204 ", $12.82 
12,6/10/2019,125," $1,874 ", $14.99 
12,6/9/2019,67," $1,033 ", $15.41 
12,6/8/2019,102," $1,529 ", $14.99 
12,6/7/2019,125," $1,874 ", $14.99 
12,6/6/2019,169," $1,928 ", $11.41 
12,6/5/2019,127," $1,766 ", $13.91 
12,6/4/2019,112," $1,679 ", $14.99 
12,6/3/2019,149," $2,014 ", $13.52 
12,6/2/2019,106," $1,589 ", $14.99 
12,6/1/2019,124," $1,700 ", $13.71 
12,5/31/2019,112," $1,679 ", $14.99 
12,5/30/2019,97," $1,454 ", $14.99 
12,5/29/2019,94," $1,387 ", $14.76 
12,5/28/2019,104," $1,559 ", $14.99 
12,5/27/2019,142," $1,695 ", $11.94 
12,5/26/2019,174," $2,167 ", $12.45 
12,5/25/2019,125," $1,728 ", $13.83 
12,5/24/2019,96," $1,432 ", $14.92 
12,5/23/2019,109," $1,634 ", $14.99 
12,5/22/2019,108," $1,604 ", $14.85 
12,5/21/2019,100," $1,499 ", $14.99 
12,5/20/2019,150," $1,981 ", $13.21 
12,5/19/2019,182," $2,165 ", $11.90 
12,5/18/2019,108," $1,619 ", $14.99 
12,5/17/2019,99," $1,484 ", $14.99 
12,5/16/2019,113," $1,694 ", $14.99 
12,5/15/2019,128," $1,919 ", $14.99 
12,5/14/2019,72," $1,079 ", $14.99 
12,5/13/2019,112," $1,679 ", $14.99 
12,5/12/2019,103," $1,516 ", $14.72 
12,5/11/2019,189," $2,283 ", $12.08 
12,5/10/2019,52, $779 , $14.99 
12,5/9/2019,93," $1,301 ", $13.99 
12,5/8/2019,152," $1,852 ", $12.19 
12,5/7/2019,134," $1,670 ", $12.46 
12,5/6/2019,106," $1,589 ", $14.99 
12,5/5/2019,131," $1,964 ", $14.99 
12,5/4/2019,114," $1,621 ", $14.22 
12,5/3/2019,84," $1,259 ", $14.99 
12,5/2/2019,162," $2,001 ", $12.35 
12,5/1/2019,125," $1,781 ", $14.25 
12,4/30/2019,110," $1,649 ", $14.99 
12,4/29/2019,166," $2,242 ", $13.51 
12,4/28/2019,77," $1,154 ", $14.99 
12,4/27/2019,116," $1,708 ", $14.72 
12,4/26/2019,101," $1,463 ", $14.48 
12,4/25/2019,60, $899 , $14.99 
12,4/24/2019,162," $1,920 ", $11.85 
12,4/23/2019,72," $1,079 ", $14.99 
12,4/22/2019,217," $2,828 ", $13.03 
12,4/21/2019,154," $1,843 ", $11.97 
12,4/20/2019,119," $1,669 ", $14.03 
12,4/19/2019,115," $1,615 ", $14.05 
12,4/18/2019,107," $1,604 ", $14.99 
12,4/17/2019,170," $2,548 ", $14.99 
12,4/16/2019,123," $1,748 ", $14.22 
12,4/15/2019,110," $1,649 ", $14.99 
12,4/14/2019,162," $2,208 ", $13.63 
12,4/13/2019,120," $1,799 ", $14.99 
12,4/12/2019,77," $1,154 ", $14.99 
12,4/11/2019,142," $1,934 ", $13.62 
12,4/10/2019,145," $1,994 ", $13.75 
12,4/9/2019,138," $1,932 ", $14.00 
12,4/8/2019,122," $1,674 ", $13.72 
12,4/7/2019,111," $1,472 ", $13.26 
12,4/6/2019,142," $2,118 ", $14.92 
12,4/5/2019,113," $1,694 ", $14.99 
12,4/4/2019,96," $1,439 ", $14.99 
12,4/3/2019,150," $1,858 ", $12.39 
12,4/2/2019,210," $2,556 ", $12.17 
12,4/1/2019,101," $1,513 ", $14.98 
12,3/31/2019,140," $1,875 ", $13.39 
12,3/30/2019,98," $1,469 ", $14.99 
12,3/29/2019,94," $1,403 ", $14.93 
12,3/28/2019,143," $1,941 ", $13.58 
12,3/27/2019,91," $1,338 ", $14.70 
12,3/26/2019,102," $1,529 ", $14.99 
12,3/25/2019,210," $2,353 ", $11.21 
12,3/24/2019,105," $1,574 ", $14.99 
12,3/23/2019,92," $1,379 ", $14.99 
12,3/22/2019,118," $1,769 ", $14.99 
12,3/21/2019,92," $1,379 ", $14.99 
12,3/20/2019,82," $1,229 ", $14.99 
12,3/19/2019,121," $1,731 ", $14.31 
12,3/18/2019,99," $1,484 ", $14.99 
12,3/17/2019,83," $1,244 ", $14.99 
12,3/16/2019,113," $1,682 ", $14.88 
12,3/15/2019,96," $1,371 ", $14.28 
12,3/14/2019,101," $1,514 ", $14.99 
12,3/13/2019,87," $1,304 ", $14.99 
12,3/12/2019,63, $921 , $14.62 
12,3/11/2019,121," $1,633 ", $13.50 
12,3/10/2019,101," $1,514 ", $14.99 
12,3/9/2019,135," $2,024 ", $14.99 
12,3/8/2019,139," $1,849 ", $13.30 
12,3/7/2019,122," $1,829 ", $14.99 
12,3/6/2019,92," $1,379 ", $14.99 
12,3/5/2019,101," $1,511 ", $14.96 
12,3/4/2019,87," $1,219 ", $14.01 
12,3/3/2019,71," $1,064 ", $14.99 
12,3/2/2019,122," $1,778 ", $14.58 
12,3/1/2019,75," $1,124 ", $14.99 
12,2/28/2019,125," $1,675 ", $13.40 
12,2/27/2019,102," $1,529 ", $14.99 
12,2/26/2019,136," $1,996 ", $14.68 
12,2/25/2019,109," $1,634 ", $14.99 
12,2/24/2019,121," $1,600 ", $13.22 
12,2/23/2019,90," $1,349 ", $14.99 
12,2/22/2019,126," $1,789 ", $14.20 
12,2/21/2019,109," $1,634 ", $14.99 
12,2/20/2019,124," $1,859 ", $14.99 
12,2/19/2019,180," $2,102 ", $11.68 
12,2/18/2019,131," $1,964 ", $14.99 
12,2/17/2019,102," $1,507 ", $14.77 
12,2/16/2019,125," $1,874 ", $14.99 
12,2/15/2019,106," $1,589 ", $14.99 
12,2/14/2019,127," $1,698 ", $13.37 
12,2/13/2019,97," $1,454 ", $14.99 
12,2/12/2019,84," $1,257 ", $14.97 
12,2/11/2019,117," $1,713 ", $14.64 
12,2/10/2019,102," $1,529 ", $14.99 
12,2/9/2019,105," $1,556 ", $14.82 
12,2/8/2019,51, $764 , $14.99 
12,2/7/2019,103," $1,544 ", $14.99 
12,2/6/2019,91," $1,364 ", $14.99 
12,2/5/2019,114," $1,709 ", $14.99 
12,2/4/2019,157," $1,937 ", $12.34 
12,2/3/2019,149," $2,064 ", $13.85 
12,2/2/2019,82," $1,229 ", $14.99 
12,2/1/2019,118," $1,752 ", $14.84 
12,1/31/2019,127," $1,786 ", $14.06 
12,1/30/2019,139," $1,828 ", $13.15 
12,1/29/2019,113," $1,694 ", $14.99 
12,1/28/2019,94," $1,409 ", $14.99 
12,1/27/2019,113," $1,568 ", $13.87 
12,1/26/2019,121," $1,698 ", $14.04 
12,1/25/2019,104," $1,559 ", $14.99 
12,1/24/2019,122," $1,829 ", $14.99 
12,1/23/2019,100," $1,499 ", $14.99 
12,1/22/2019,141," $1,932 ", $13.70 
12,1/21/2019,129," $1,934 ", $14.99 
12,1/20/2019,100," $1,406 ", $14.06 
12,1/19/2019,95," $1,424 ", $14.99 
12,1/18/2019,100," $1,499 ", $14.99 
12,1/17/2019,100," $1,445 ", $14.45 
12,1/16/2019,90," $1,349 ", $14.99 
12,1/15/2019,105," $1,574 ", $14.99 
12,1/14/2019,202," $2,119 ", $10.49 
12,1/13/2019,104," $1,510 ", $14.52 
12,1/12/2019,87," $1,304 ", $14.99 
12,1/11/2019,121," $1,669 ", $13.79 
12,1/10/2019,100," $1,499 ", $14.99 
12,1/9/2019,156," $2,119 ", $13.58 
12,1/8/2019,133," $1,801 ", $13.54 
12,1/7/2019,126," $1,889 ", $14.99 
12,1/6/2019,128," $1,821 ", $14.23 
12,1/5/2019,107," $1,604 ", $14.99 
12,1/4/2019,210," $2,506 ", $11.93 
12,1/3/2019,84," $1,259 ", $14.99 
12,1/2/2019,171," $2,313 ", $13.53 
12,1/1/2019,94," $1,409 ", $14.99 
13,8/31/2019,107," $1,600 ", $14.95 
13,8/30/2019,86," $1,289 ", $14.99 
13,8/29/2019,128," $1,799 ", $14.05 
13,8/28/2019,177," $1,843 ", $10.41 
13,8/27/2019,106," $1,589 ", $14.99 
13,8/26/2019,87," $1,304 ", $14.99 
13,8/25/2019,121," $1,814 ", $14.99 
13,8/24/2019,88," $1,319 ", $14.99 
13,8/23/2019,123," $1,844 ", $14.99 
13,8/22/2019,155," $1,787 ", $11.53 
13,8/21/2019,76," $1,139 ", $14.99 
13,8/20/2019,122," $1,757 ", $14.40 
13,8/19/2019,103," $1,544 ", $14.99 
13,8/18/2019,108," $1,600 ", $14.82 
13,8/17/2019,123," $1,764 ", $14.34 
13,8/16/2019,96," $1,439 ", $14.99 
13,8/15/2019,141," $1,848 ", $13.11 
13,8/14/2019,85," $1,274 ", $14.99 
13,8/13/2019,68," $1,019 ", $14.99 
13,8/12/2019,91," $1,364 ", $14.99 
13,8/11/2019,118," $1,769 ", $14.99 
13,8/10/2019,120," $1,799 ", $14.99 
13,8/9/2019,77," $1,154 ", $14.99 
13,8/8/2019,85," $1,274 ", $14.99 
13,8/7/2019,98," $1,469 ", $14.99 
13,8/6/2019,94," $1,384 ", $14.72 
13,8/5/2019,95," $1,424 ", $14.99 
13,8/4/2019,93," $1,394 ", $14.99 
13,8/3/2019,112," $1,641 ", $14.65 
13,8/2/2019,107," $1,604 ", $14.99 
13,8/1/2019,73," $1,108 ", $15.18 
13,7/31/2019,90," $1,245 ", $13.83 
13,7/30/2019,83," $1,244 ", $14.99 
13,7/29/2019,126," $1,889 ", $14.99 
13,7/28/2019,110," $1,649 ", $14.99 
13,7/27/2019,120," $1,788 ", $14.90 
13,7/26/2019,80," $1,199 ", $14.99 
13,7/25/2019,89," $1,334 ", $14.99 
13,7/24/2019,159," $2,021 ", $12.71 
13,7/23/2019,99," $1,484 ", $14.99 
13,7/22/2019,154," $2,187 ", $14.20 
13,7/21/2019,158," $1,990 ", $12.59 
13,7/20/2019,173," $1,776 ", $10.26 
13,7/19/2019,122," $1,829 ", $14.99 
13,7/18/2019,98," $1,469 ", $14.99 
13,7/17/2019,174," $2,181 ", $12.53 
13,7/16/2019,107," $1,516 ", $14.17 
13,7/15/2019,98," $1,469 ", $14.99 
13,7/14/2019,123," $1,775 ", $14.43 
13,7/13/2019,157," $2,088 ", $13.30 
13,7/12/2019,177," $1,984 ", $11.21 
13,7/11/2019,163," $2,172 ", $13.33 
13,7/10/2019,119," $1,656 ", $13.92 
13,7/9/2019,75," $1,124 ", $14.99 
13,7/8/2019,113," $1,694 ", $14.99 
13,7/7/2019,81," $1,214 ", $14.99 
